STAR:020,2,AMDA2W,RW07,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AMDA2X,RW25,AMDAR,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,AMDA2X,RW25,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AMDA2Z,ALL,AMDAR,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,AMDA2Z,ALL,EREGA,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FIZL2W,RW07,FIZLE,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,FIZL2W,RW07,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FIZL2X,RW25,FIZLE,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,FIZL2X,RW25,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FIZL2Y,ALL,FIZLE,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,FIZL2Y,ALL,EREGA,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FIZL2Z,ALL,FIZLE,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,FIZL2Z,ALL,TUVUR,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KEKA2W,RW07,KEKAD,UT,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,KEKA2W,RW07,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KEKA2X,RW25,KEKAD,UT,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,KEKA2X,RW25,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:005,2,KEKA2Z,ALL,KEKAD,UT,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:010,2,KEKA2Z,ALL,TUVUR,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAVM2W,RW07,LAVMI,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,LAVM2W,RW07,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAVM2X,RW25,LAVMI,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,LAVM2X,RW25,TRZ,UT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAVM2Y,ALL,LAVMI,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,LAVM2Y,ALL,DUZFI,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LAVM2Y,ALL,EREGA,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAVM2Z,ALL,LAVMI,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,08000, ,   ,    ,   ,TRZ,UT,D, , , , , ;
STAR:020,2,LAVM2Z,ALL,OPHUL,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LAVM2Z,ALL,TUVUR,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D07,EREGA,EREGA,UT,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D07,EREGA,D310D,UT,P,C,E   , ,   ,CF, ,TRZ,UT,D, ,      ,3104,0044,2500,0046, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D07,EREGA,IXUPI,UT,P,C,EY  , ,   ,CF, ,TRZ,UT,D, ,      ,2938,0056,2500,0018, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D07,EREGA,D280G,UT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D07,EREGA,AFZAL,UT,P,C,EE  ,L,   ,CF,Y,TRZ,UT,D, ,      ,2536,0042,0730,0010, ,02000,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:010,A,D07,TRZ,TRZ,UT,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D07,TRZ,D310D,UT,P,C,E   , ,   ,CF, ,TRZ,UT,D, ,      ,3104,0044,2500,0030, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D07,TRZ,IXUPI,UT,P,C,EY  , ,   ,CF, ,TRZ,UT,D, ,      ,2938,0056,2500,0018, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D07,TRZ,D280G,UT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D07,TRZ,AFZAL,UT,P,C,EE  ,L,   ,CF,Y,TRZ,UT,D, ,      ,2536,0042,0730,0010, ,02000,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:010,A,D07,TUVUR,TUVUR,UT,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D07,TUVUR,EREGA,UT,P,C,E   , ,   ,CF, ,TRZ,UT,D, ,      ,0116,0046,2500,0085,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D07,TUVUR,D310D,UT,P,C,E   , ,   ,CF, ,TRZ,UT,D, ,      ,3104,0044,2500,0046, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D07,TUVUR,IXUPI,UT,P,C,EY  , ,   ,CF, ,TRZ,UT,D, ,      ,2938,0056,2500,0018, ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
