SID:020,5,ELMA2A, ,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ELMA2A, ,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ELMA2A, ,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,5,ELMA2A, ,TT221,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ELMA2A, ,ELMAL,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ELMA2C,RW26L,TT120,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2548,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,ELMA2C,RW26L,ANWAT,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,4,ELMA2C,RW26R,TT119,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2565,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,ELMA2C,RW26R,ANWAT,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,ELMA2C, ,ANWAT,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,ELMA2C, ,TT243,UT,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ELMA2C, ,TT250,UT,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ELMA2C, ,TT251,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ELMA2C, ,TT252,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ELMA2C, ,ELMAL,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KUFI2A,RW08L,TT115,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0754,0132,0760,0108,+,03500,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,KUFI2A,RW08L,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,200,    ,   , , , , , , , , ;
