RWY:RW03 ,00000,      ,00000, ,    , ,   ;N37234745,W100021446,0000;
RWY:RW09 ,00000,      ,00000, ,    , ,   ;N37235594,W100022887,0000;
RWY:RW21 ,00000,      ,00000, ,    , ,   ;N37235863,W100020423,0000;
RWY:RW27 ,00000,      ,00000, ,    , ,   ;N37235602,W100020408,0000;
