SID:070,5,POKA2Y,RW07,MEZER,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,POKA2Y,RW07,UGLUN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,270,    ,   , , , , , , , , ;
SID:090,5,POKA2Y,RW07,AMNON,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL160,     , ,270,    ,   , , , , , , , , ;
SID:100,5,POKA2Y,RW07,MUZKE,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,270,    ,   , , , , , , , , ;
SID:110,5,POKA2Y,RW07,DD038,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,POKA2Y,RW07,POKAG,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,POKA2Z,RW25,DER25,UU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
SID:020,5,POKA2Z,RW25,MO092,UU,P,C,E   , ,   ,CF, ,WNK,UU,D, ,      ,1252,0072,2540,0030, ,     ,     ,     ,-,160,    ,   , , , , , , , , ;
SID:030,5,POKA2Z,RW25,MO310,UU,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,160,    ,   , , , , , , , , ;
SID:040,5,POKA2Z,RW25,KIBUR,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,POKA2Z,RW25,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,06000,     , ,250,    ,   , , , , , , , , ;
SID:060,5,POKA2Z,RW25,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,POKA2Z,RW25,NIBLA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,270,    ,   , , , , , , , , ;
SID:080,5,POKA2Z,RW25,OZLER,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL140,     , ,270,    ,   , , , , , , , , ;
SID:090,5,POKA2Z,RW25,MEZER,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,POKA2Z,RW25,UGLUN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,270,    ,   , , , , , , , , ;
SID:110,5,POKA2Z,RW25,AMNON,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL160,     , ,270,    ,   , , , , , , , , ;
SID:120,5,POKA2Z,RW25,MUZKE,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,270,    ,   , , , , , , , , ;
SID:130,5,POKA2Z,RW25,DD038,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:140,5,POKA2Z,RW25,POKAG,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RILP2Y,RW07,DER07,UU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
SID:020,5,RILP2Y,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0740,    ,+,01100,     ,     ,-,180,    ,   , , , , , , , , ;
SID:030,5,RILP2Y,RW07,SOMAG,UU,E,A,E   , ,   ,CF, ,DMD,UU,D, ,      ,2205,0110,1510,0140,B,09000,06000,     ,-,180,    ,   , , , , , , , , ;
SID:040,5,RILP2Y,RW07,DMD,UU,D, ,V   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RILP2Y,RW07,DAZGI,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,09000,     , ,250,    ,   , , , , , , , , ;
SID:060,5,RILP2Y,RW07,GEKLA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,250,    ,   , , , , , , , , ;
SID:070,5,RILP2Y,RW07,PEREK,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,RILP2Y,RW07,RW,UU,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL120,     , ,270,    ,   , , , , , , , , ;
SID:090,5,RILP2Y,RW07,TAREF,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,270,    ,   , , , , , , , , ;
SID:100,5,RILP2Y,RW07,PANZO,UU,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,270,    ,   , , , , , , , , ;
SID:110,5,RILP2Y,RW07,SIFOD,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,270,    ,   , , , , , , , , ;
SID:120,5,RILP2Y,RW07,ORZIM,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,RILP2Y,RW07,OSGAK,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:140,5,RILP2Y,RW07,RILPO,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RILP2Z,RW25,DER25,UU,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
SID:020,5,RILP2Z,RW25,MO092,UU,P,C,E   , ,   ,CF, ,DMD,UU,D, ,      ,2806,0188,2540,0030, ,     ,     ,     ,-,160,    ,   , , , , , , , , ;
SID:030,5,RILP2Z,RW25,MO310,UU,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,160,    ,   , , , , , , , , ;
SID:040,5,RILP2Z,RW25,KIBUR,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,RILP2Z,RW25,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,06000,     , ,250,    ,   , , , , , , , , ;
SID:060,5,RILP2Z,RW25,DMD,UU,D, ,V   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,RILP2Z,RW25,DAZGI,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,09000,     , ,250,    ,   , , , , , , , , ;
SID:080,5,RILP2Z,RW25,GEKLA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,250,    ,   , , , , , , , , ;
SID:090,5,RILP2Z,RW25,PEREK,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,RILP2Z,RW25,RW,UU,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL120,     , ,270,    ,   , , , , , , , , ;
SID:110,5,RILP2Z,RW25,TAREF,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,270,    ,   , , , , , , , , ;
SID:120,5,RILP2Z,RW25,PANZO,UU,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,270,    ,   , , , , , , , , ;
SID:130,5,RILP2Z,RW25,SIFOD,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,270,    ,   , , , , , , , , ;
SID:140,5,RILP2Z,RW25,ORZIM,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:150,5,RILP2Z,RW25,OSGAK,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:160,5,RILP2Z,RW25,RILPO,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOTO2Y,RW07,DER07,UU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
SID:020,5,SOTO2Y,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0740,    ,+,01100,     ,     ,-,180,    ,   , , , , , , , , ;
SID:030,5,SOTO2Y,RW07,SOMAG,UU,E,A,E   , ,   ,CF, ,DMD,UU,D, ,      ,2205,0110,1510,0140,B,09000,06000,     ,-,180,    ,   , , , , , , , , ;
SID:040,5,SOTO2Y,RW07,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOTO2Y,RW07,NIBLA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,270,    ,   , , , , , , , , ;
SID:060,5,SOTO2Y,RW07,OZLER,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL140,     , ,270,    ,   , , , , , , , , ;
SID:070,5,SOTO2Y,RW07,SOFON,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,SOTO2Y,RW07,PAFEN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL160,     , ,270,    ,   , , , , , , , , ;
SID:090,5,SOTO2Y,RW07,SOTOG,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOTO2Z,RW25,DER25,UU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
SID:020,5,SOTO2Z,RW25,MO092,UU,P,C,E   , ,   ,CF, ,DMD,UU,D, ,      ,2806,0188,2540,0030, ,     ,     ,     ,-,160,    ,   , , , , , , , , ;
SID:030,5,SOTO2Z,RW25,MO310,UU,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,160,    ,   , , , , , , , , ;
SID:040,5,SOTO2Z,RW25,KIBUR,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,SOTO2Z,RW25,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,06000,     , ,250,    ,   , , , , , , , , ;
SID:060,5,SOTO2Z,RW25,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SOTO2Z,RW25,NIBLA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,270,    ,   , , , , , , , , ;
SID:080,5,SOTO2Z,RW25,OZLER,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL140,     , ,270,    ,   , , , , , , , , ;
SID:090,5,SOTO2Z,RW25,SOFON,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,SOTO2Z,RW25,PAFEN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL160,     , ,270,    ,   , , , , , , , , ;
SID:110,5,SOTO2Z,RW25,SOTOG,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SUNU2Y,RW07,DER07,UU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UUMO,UU,P,A, , , , ;
