SID:070,5,ELMA2A,RW08,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:080,5,ELMA2A,RW08,TT221,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ELMA2A,RW08,ELMAL,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELMA2C,RW26,TP306,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2866,0050,2560,0100,+,03500,     ,13000, ,   ,    ,   ,UTTP,UT,P,A, , , , ;
SID:020,5,ELMA2C,RW26,ANWAT,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ELMA2C,RW26,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05000,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,ELMA2C,RW26,TT250,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ELMA2C,RW26,TT251,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ELMA2C,RW26,TT252,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ELMA2C,RW26,ELMAL,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUFI2A,RW08,TP269,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0671,0170,0760,0088,+,03300,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,KUFI2A,RW08,TT259,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,KUFI2A,RW08,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,KUFI2A,RW08,DAKZO,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KUFI2A,RW08,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KUFI2A,RW08,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KUFI2A,RW08,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,KUFI2A,RW08,TT221,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,KUFI2A,RW08,TT246,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,KUFI2A,RW08,TT247,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,KUFI2A,RW08,KUFIM,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUFI2B,RW08,TP402,UT,P,C,EY  , ,   ,CF, ,TKT,UT,D, ,      ,0635,0120,0760,0034,+,02400,     ,13000,-,180,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,KUFI2B,RW08,TP403,UT,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,KUFI2B,RW08,TP404,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KUFI2B,RW08,TP305,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KUFI2B,RW08,KUFIM,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUFI2C,RW26,TP306,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2866,0050,2560,0100,+,03500,     ,13000, ,   ,    ,   ,UTTP,UT,P,A, , , , ;
SID:020,5,KUFI2C,RW26,ANWAT,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KUFI2C,RW26,TT249,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KUFI2C,RW26,KUFIM,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKN2A,RW08,TP269,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0671,0170,0760,0088,+,03300,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,MIKN2A,RW08,TT259,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,MIKN2A,RW08,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,MIKN2A,RW08,DAKZO,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MIKN2A,RW08,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MIKN2A,RW08,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MIKN2A,RW08,ANWAT,UT,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,MIKN2A,RW08,WIKWI,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,MIKN2A,RW08,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,MIKN2A,RW08,TT241,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,MIKN2A,RW08,TT242,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,MIKN2A,RW08,MIKNO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKN2B,RW08,TP402,UT,P,C,EY  , ,   ,CF, ,TKT,UT,D, ,      ,0635,0120,0760,0034,+,02400,     ,13000,-,180,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,MIKN2B,RW08,TP403,UT,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,MIKN2B,RW08,MIKNO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKN2C,RW26,TP306,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2866,0050,2560,0100,+,03500,     ,13000,-,210,    ,   ,UTTP,UT,P,A, , , , ;
SID:020,5,MIKN2C,RW26,WIKWI,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,MIKN2C,RW26,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MIKN2C,RW26,TT241,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MIKN2C,RW26,TT242,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MIKN2C,RW26,MIKNO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,12000,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODOR2A,RW08,TP269,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0671,0170,0760,0088,+,03300,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,ODOR2A,RW08,TT259,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ODOR2A,RW08,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,ODOR2A,RW08,DAKZO,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ODOR2A,RW08,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ODOR2A,RW08,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ODOR2A,RW08,ANWAT,UT,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ODOR2A,RW08,WIKWI,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ODOR2A,RW08,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ODOR2A,RW08,ODORI,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODOR2B,RW08,TP402,UT,P,C,EY  , ,   ,CF, ,TKT,UT,D, ,      ,0635,0120,0760,0034,+,02400,     ,13000,-,180,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,ODOR2B,RW08,TP403,UT,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ODOR2B,RW08,ODORI,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
