SID:010,2,NESV2H,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,NESV2H,RW13,RG,UT,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,NESV2H,RW13,NESVA,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTBO2E,RW31,NU530,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,0919,0341,3130,0059,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:030,5,OTBO2E,RW31,OTBOR,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OTBO2F,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,OTBO2F,RW31,NU,UT,P,N,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,OTBO2F,RW31, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OTBO2F,RW31,OTBOR,UT,E,A,EEC , ,   ,CF, ,DSH,UT,D, ,      ,1266,0250,2520,0190,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTBO2G,RW13,NU420,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,1031,0455,1330,0060,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,5,OTBO2G,RW13,NU422,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,OTBO2G,RW13,OTBOR,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OTBO2H,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,OTBO2H,RW13,RG,UT,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,OTBO2H,RW13,OTBOR,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOVO2E,RW31,NU530,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,0919,0341,3130,0059,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:030,5,SOVO2E,RW31,SOVOD,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOVO2F,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,SOVO2F,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOVO2F,RW31,SOVOD,UT,E,A,EEC , ,   ,CF, ,DSH,UT,D, ,      ,0967,0146,2840,0160,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOVO2G,RW13,NU420,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,1031,0455,1330,0060,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,5,SOVO2G,RW13,NU422,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,SOVO2G,RW13,SOVOD,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOVO2H,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,SOVO2H,RW13,RG,UT,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,SOVO2H,RW13,SOVOD,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VASI2E,RW31,NU530,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,0919,0341,3130,0059,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:030,5,VASI2E,RW31,NU531,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,VASI2E,RW31,VASIM,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VASI2F,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,VASI2F,RW31,NU,UT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,VASI2F,RW31,VASIM,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VASI2G,RW13,NU420,UT,P,C,E   , ,   ,CF, ,DSH,UT,D, ,      ,1031,0455,1330,0060,+,01300,     ,06000,-,230,    ,   ,UTNU,UT,P,A, , , , ;
SID:030,5,VASI2G,RW13,VASIM,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VASI2H,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01300,     ,06000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
SID:020,2,VASI2H,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VASI2H,RW13,VASIM,UT,E,A,EE  , ,   ,CF, ,DSH,UT,D, ,      ,1011,0931,1060,0460,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AZRE2Q,RW31,AZREF,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,AZRE2Q,RW31,NU756,UT,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AZRE2Q,RW31,NU750,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AZRE2R,RW31,AZREF,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,AZRE2R,RW31,NU,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AZRE2S,RW13,AZREF,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,AZRE2S,RW13,NU754,UT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AZRE2T,RW13,AZREF,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,AZRE2T,RW13,RG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DARV2Q,RW31,DARVA,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,DARV2Q,RW31,NU752,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DARV2R,RW31,DARVA,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,DARV2R,RW31,NU,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DARV2S,RW13,DARVA,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,DARV2S,RW13,NU755,UT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DARV2T,RW13,DARVA,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,DARV2T,RW13,RG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DIKN2Q,RW31,DIKNA,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,DIKN2Q,RW31,NU751,UT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DIKN2R,RW31,DIKNA,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,DIKN2R,RW31,NU,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DIKN2S,RW13,DIKNA,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,DIKN2S,RW13,NU759,UT,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DIKN2S,RW13,NU753,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
